state,municipality,electionDay,isPrimary,partisanType
New Hampshire,Jaffrey-Rindge,3/12/2024,,
New Hampshire,Exeter,3/12/2024,,
West Virginia,Preston,5/14/2024,,
Indiana,Warrick,5/7/2024,,
Florida,Pottsville,3/19/2024,,
Florida,Eagle Lake,4/2/2024,,
Florida,Polk,,,
South Dakota,Brown,3/5/2024,,
Texas,Woodloch,5/4/2024,,
Texas,Montgomery,,,
Texas,Whitehouse,5/4/2024,,
Texas,Vidor,5/4/2024,,
Texas,Veribest,5/4/2024,,
Texas,Universal,5/4/2024,,
Texas,Tom,5/4/2024,,
Texas,Sinton,5/4/2024,,
Texas,Seagoville,5/4/2024,,
Texas,Dallas,,,
Texas,Quinlan,5/4/2024,,
Texas,Prosper,5/4/2024,,
Texas,Ore,5/4/2024,,
Texas,Olmos Park,5/4/2024,,
Texas,Northlake,5/4/2024,,
Florida,New Port Richey,3/19/2024,,
Florida,Pasco,,,
Texas,New Hope,5/4/2024,,
Texas,Nederland,5/4/2024,,
Texas,Mathis,5/4/2024,,
Florida,Lake Wales,4/2/2024,,
Texas,La Villa,5/4/2024,,
Texas,Jacinto,5/4/2024,,
Texas,Idalou,5/4/2024,,
Texas,Hawk Cove,5/4/2024,,
Texas,Hardin-Jefferson,5/4/2024,,
Texas,Happy,5/4/2024,,
Texas,Gun Barrel,5/4/2024,,
Texas,Grapevine-Colleyville,5/4/2024,,
Texas,Frenship,5/4/2024,,
Texas,Farmersville,5/4/2024,,
Texas,Fannindel,5/4/2024,,
Texas,Everman,5/4/2024,,
Texas,El Paso,3/5/2024,,
Texas,Edgewood,5/4/2024,,
Texas,Dripping,5/4/2024,,
Texas,Cooper,5/4/2024,,
Texas,Conroe,5/4/2024,,
Texas,China Grove,5/4/2024,,
Texas,Bosqueville,5/4/2024,,
Texas,Blue Ridge,5/4/2024,,
Florida,Belleair Beach,3/19/2024,,
Texas,Argyle,5/4/2024,,
Texas,Alamo Heights,5/4/2024,,
Maryland,MD,5/14/2024,,
Nebraska,Thurston,5/14/2024,,
Nebraska,Saunders,5/14/2024,,
Nebraska,Sarpy,5/14/2024,,
Nebraska,Merrick,5/14/2024,,
Nebraska,La Vista,5/14/2024,,
Nebraska,Furnas,5/14/2024,,
Nebraska,Fillmore,5/14/2024,,
Nebraska,Davey,5/14/2024,,
Nebraska,Antelope,5/14/2024,,
Georgia,Towns,5/21/2024,,
Idaho,Payette,5/21/2024,,
Georgia,Gwinnett county,5/21/2024,,
Georgia,Colquitt,5/21/2024,,
Idaho,Boise,5/21/2024,,
Idaho,Ada,5/21/2024,,
Montana,Toole,6/4/2024,,
Montana,Park,6/4/2024,,
Montana,Missoula,6/4/2024,,
New Jersey,Medford Lakes,5/14/2024,,
Oregon,Vernonia,5/21/2024,,
Oregon,Siletz,5/21/2024,,
Oregon,Scio,5/21/2024,,
Oregon,Rogue River,5/21/2024,,
Oregon,Rivergrove,5/21/2024,,
Oregon,Rainier,5/21/2024,,
Oregon,Multnomah,5/21/2024,,
Oregon,Lakeside,5/21/2024,,
Oregon,Klamath Falls,5/21/2024,,
New Mexico,Harding,6/4/2024,,
Oregon,Gilliam,5/21/2024,,
Oregon,Fairview,5/21/2024,,
Oregon,Eagle Point,5/21/2024,,
Oregon,Detroit,5/21/2024,,
New Mexico,De Baca,6/4/2024,,
Oregon,Coquille,5/21/2024,,
Oregon,Canby,5/21/2024,,
Oregon,Bend,5/21/2024,,
Nevada,Moapa Valley,6/11/2024,,
Nevada,Lyon county,6/11/2024,,
Iowa,IA,6/4/2024,,
Nevada,Elko,6/11/2024,,
Nevada,Churchill,6/11/2024,,
Nevada,Carson City,6/11/2024,,
Colorado,Gilpin,6/25/2024,,
Iowa,Kossuth,6/4/2024,,
South Dakota,Oglala Lakota,6/4/2024,,
Missouri,Moniteau,8/6/2024,,
South Dakota,Lyman,6/4/2024,,
New York,West Haverstraw,6/25/2024,,
New York,Warwick,3/19/2024,,
New York,Spafford,6/25/2024,,
New York,Pompey,6/25/2024,,
New York,Manheim,6/25/2024,,
Montana,Lockwood,5/7/2024,,
New York,Gorham,6/25/2024,,
New York,Fayetteville,3/19/2024,,
Montana,Evergreen,5/7/2024,,
New York,Ellery,6/25/2024,,
Montana,Elder,5/7/2024,,
New York,Clare,6/25/2024,,
New York,Ashford,6/25/2024,,
Maryland,New Carrollton,5/6/2024,,
South Carolina,Saluda,6/11/2024,,
South Carolina,President,2/24/2024,,
South Carolina,Marlboro,6/11/2024,,
South Carolina,Colleton,6/11/2024,,
South Carolina,Abbeville,6/11/2024,,
Oklahoma,Yukon,2/13/2024,,
Vermont,Worcester,3/5/2024,,
Vermont,Woodstock,3/5/2024,,
Ohio,Wood,3/19/2024,,
Alabama,Williston,3/5/2024,,
Ohio,Williams,3/19/2024,,
Alabama,Wilcox,3/5/2024,,
Vermont,Westford,3/5/2024,,
Alabama,Western,3/5/2024,,
Vermont,West Haven,3/5/2024,,
Alabama,Wellesley,3/5/2024,,
Alabama,Welaka,3/5/2024,,
Alabama,Walker,3/5/2024,,
Alabama,Waitsfield,3/5/2024,,
Ohio,Vernon,3/19/2024,,
Ohio,Van Wert,3/19/2024,,
Alabama,Van Buren,3/5/2024,,
Ohio,Union,3/19/2024,,
Alabama,U.S.,3/5/2024,,
Alabama,Tuscaloosa,3/5/2024,,
Ohio,Trumbull,3/19/2024,,
Ohio,Tipton,3/19/2024,,
Vermont,Tinmouth,3/5/2024,,
Alabama,Tallapoosa,3/5/2024,,
Ohio,Summit,3/19/2024,,
Vermont,Sudbury,3/5/2024,,
Massachusetts,Stoughton,2/20/2024,,
Ohio,Stark,3/19/2024,,
Vermont,Springfield,3/5/2024,,
Vermont,Shrewsbury,3/5/2024,,
Alabama,Shelby,3/5/2024,,
Arkansas,Sharp,3/5/2024,,
Arkansas,Sevier,3/5/2024,,
Ohio,Seneca,3/19/2024,,
Ohio,Scottsville,3/19/2024,,
Vermont,Scottsboro,3/5/2024,,
Ohio,Scioto,3/19/2024,,
Oklahoma,Sand Springs,2/13/2024,,
Tennessee,Rutherford,3/5/2024,,
Alabama,Russell Gardens,3/5/2024,,
Alabama,Russell,3/5/2024,,
Vermont,Royalton,3/5/2024,,
Alabama,Roslyn,3/5/2024,,
Vermont,Richmond,3/5/2024,,
Ohio,Richland,3/19/2024,,
Ohio,Preble,3/19/2024,,
Alabama,Prague,3/5/2024,,
Vermont,Poultney,3/5/2024,,
Ohio,Portage,3/19/2024,,
Arkansas,Pope,3/5/2024,,
Vermont,Plymouth,3/5/2024,,
Alabama,Plandome Heights,3/5/2024,,
Vermont,Pioneer,3/5/2024,,
Arkansas,Pine Bluff,3/5/2024,,
Alabama,Pickens,3/5/2024,,
Alabama,Pea Ridge,3/5/2024,,
Alabama,Ouachita,3/5/2024,,
Ohio,OH,3/19/2024,,
Vermont,Norwich,3/5/2024,,
Ohio,New York Mills,3/19/2024,,
Ohio,Muskingum,3/19/2024,,
Vermont,Mount Tabor,3/5/2024,,
Ohio,Morgan,3/19/2024,,
Alabama,Moore,3/5/2024,,
Alabama,Montgomery,3/5/2024,,
Ohio,Montgomery,3/19/2024,,
Alabama,Monroe,3/5/2024,,
Alabama,Middletown,3/5/2024,,
Ohio,Miami,3/19/2024,,
Ohio,Mercer,3/19/2024,,
Vermont,Mendon,3/5/2024,,
Ohio,Meigs,3/19/2024,,
Ohio,Medina,3/19/2024,,
Ohio,McRae,3/19/2024,,
Tennessee,McNairy,3/5/2024,,
Alabama,Marion,3/5/2024,,
Ohio,Mahoning,3/19/2024,,
Alabama,Madison,3/5/2024,,
Ohio,Madison,3/19/2024,,
Vermont,Ludlow,3/5/2024,,
Ohio,Longboat Key,3/19/2024,,
Vermont,Lone,3/5/2024,,
Arkansas,Logan,3/5/2024,,
Ohio,Licking,3/19/2024,,
Alabama,Liberty,3/5/2024,,
Ohio,Lawrence,3/19/2024,,
Alabama,Lauderdale,3/5/2024,,
Ohio,Lake,3/19/2024,,
Alabama,Lafayette,3/5/2024,,
Alabama,Konawa,3/5/2024,,
Vermont,Keystone,3/5/2024,,
Alabama,Kenton,3/5/2024,,
Arkansas,Jackson,3/5/2024,,
Ohio,Jackson,3/19/2024,,
Alabama,Indian Rocks Beach,3/5/2024,,
Vermont,Huntington,3/5/2024,,
Alabama,Howard,3/5/2024,,
Tennessee,Houston,3/5/2024,,
Ohio,Hot Springs,3/19/2024,,
Alabama,Hot Spring,3/5/2024,,
Vermont,Hinesburg,3/5/2024,,
Ohio,Highland,3/19/2024,,
Ohio,Highfill,3/19/2024,,
Ohio,Henry,3/19/2024,,
Ohio,Harrison,3/19/2024,,
Ohio,Hardin,3/19/2024,,
Ohio,Hamilton,3/19/2024,,
Ohio,Guernsey,3/19/2024,,
Alabama,Greene,3/5/2024,,
Ohio,Greene,3/19/2024,,
Delaware,Greenbrier,3/2/2024,,
Alabama,Gore,3/5/2024,,
Vermont,Glencoe,3/5/2024,,
Ohio,Geneseo,3/19/2024,,
Alabama,Garden City,3/5/2024,,
Ohio,Fulton,3/19/2024,,
Alabama,Franklin,3/5/2024,,
Ohio,Franklin,3/19/2024,,
Alabama,Flower Hill,3/5/2024,,
Louisiana,Fletcher,3/23/2024,,
Vermont,Fayston,3/5/2024,,
Ohio,Fayette,3/19/2024,,
Ohio,Erie,3/19/2024,,
Alabama,Enid,3/5/2024,,
Delaware,Elkins,3/2/2024,,
California,El Dorado,3/5/2024,,
Vermont,East Montpelier,3/5/2024,,
Ohio,Darke,3/19/2024,,
Alabama,Dallas,3/5/2024,,
Alabama,Cullman,3/5/2024,,
Arkansas,Crittenden,3/5/2024,,
Arkansas,Crawford,3/5/2024,,
Ohio,Crawford,3/19/2024,,
California,Contra Costa,3/5/2024,,
Vermont,Colchester,3/5/2024,,
Ohio,Clark,3/19/2024,,
Ohio,Claiborne,3/19/2024,,
Louisiana,Chouteau-Mazie,3/23/2024,,
Louisiana,Choctaw/Nicoma,3/23/2024,,
Vermont,Chittenden,3/5/2024,,
Arkansas,Chicot,3/5/2024,,
Vermont,Charlotte,3/5/2024,,
Ohio,Champaign,3/19/2024,,
Ohio,Cavendish,3/19/2024,,
Vermont,Cavendish,3/5/2024,,
Vermont,Castleton,3/5/2024,,
Ohio,Carter,3/19/2024,,
Ohio,Carroll,3/19/2024,,
Ohio,Butler,3/19/2024,,
Ohio,Brown,3/19/2024,,
Ohio,Bledsoe,3/19/2024,,
Alabama,Bixby,3/5/2024,,
Vermont,Benson,3/5/2024,,
Ohio,Belmont,3/19/2024,,
Vermont,Barre,3/5/2024,,
Ohio,Auglaize,3/19/2024,,
Ohio,Athens,3/19/2024,,
Ohio,Ashtabula,3/19/2024,,
Alabama,Ashley,3/5/2024,,
Arkansas,Arkansas,3/5/2024,,
Vermont,Anniston,3/5/2024,,
Vermont,Allen-Bowden,3/5/2024,,
Ohio,Adams,3/19/2024,,
WI,West Salem,2/20/2024,,
WI,Williams Bay,2/20/2024,,
WI,Whitnall,2/20/2024,,
WI,Whitewater,2/20/2024,,
WI,Vernon,2/20/2024,,
WI,Somerset,2/20/2024,,
WI,Plain,2/20/2024,,
WI,Lomira,2/20/2024,,
WI,Big Bend,2/20/2024,,
WI,Belleville,2/20/2024,,
WI,Vilas,2/20/2024,,
WI,Mishicot,2/20/2024,,
WI,Plumlake,,,
WI,Winchester,,,
WI,Boulder Junction,,,
WI,Arbor Vitae,,,
WI,Lac Du Flambeau,,,
WI,St Germain,,,
WI,Cloverland,,,
WI,Conover,,,
WI,Phelps,,,
WI,Washington,,,
WI,Eagle River,,,
WI,Lincoln,,,
WI,Land O’ Lakes,,,
WI,Genoa City,2/20/2024,,
WI,Lowell,2/20/2024,,
WI,Union Grove,2/20/2024,,
WI,Wisconsin Dells,2/20/2024,,
NC,Rutherford,3/5/2024,,
WI,River,2/20/2024,,
WI,Prairie du Sac,2/20/2024,,
NC,Person,3/5/2024,,
WI,Parkview,2/20/2024,,
WI,Oostburg,2/20/2024,,
WI,Oconomowoc,2/20/2024,,
WI,Oconto,2/20/2024,,
WI,Brazeau,,,
WI,Little Suamico,,,
WI,Lena,,,
WI,Suring,,,
WI,Gillett,,,
WI,Oconto Falls,,,
WI,Coleman,,,
WI,Crivitz,,,
WI,Peshtigo,,,
WI,Pulaski,,,
WI,Wabeno,,,
WI,Nekoosa,2/20/2024,,
WI,Mount,2/20/2024,,
WI,Marinette,2/20/2024,,
WI,Livingston,2/20/2024,,
WI,Hortonville,2/20/2024,,
WI,Horicon,2/20/2024,,
WI,De Pere,2/20/2024,,
WI,Deer Park,2/20/2024,,
TX,Sabine,3/5/2024,,
TX,Matagorda,3/5/2024,,
TX,Hemphill,3/5/2024,,
WI,Door,2/20/2024,,
WI,Clintonville,2/20/2024,,
WI,Weyauwega-Fremont,2/20/2024,,
WI,Elkhorn,2/20/2024,,
WI,Beaver Dam,2/20/2024,,
WI,Burnett,2/20/2024,,
WI,Burlington,2/20/2024,,
WI,Brownsville,2/20/2024,,
WI,Dodge County,,,
WI,Brown Deer,2/20/2024,,
WI,Black Earth,2/20/2024,,
NC,Ashe,3/5/2024,,
WI,Arlington,2/20/2024,,
WI,Yorkville,2/20/2024,,
WI,Wyocena,2/20/2024,,
WI,Waldo,2/20/2024,,
WI,Theresa,2/20/2024,,
WI,Star Prairie,2/20/2024,,
WI,La Valle,2/20/2024,,
WI,Friesland,2/20/2024,,
WI,Fox,2/20/2024,,
WI,Bloomfield,2/20/2024,,
WI,Bear Creek,2/20/2024,,
WI,Newburg,2/20/2024,,
WI,Elmwood Park,2/20/2024,,
WI,Valders,2/20/2024,,
WI,Woodville,2/20/2024,,
WI,Linn,2/20/2024,,
WI,Stevens,2/20/2024,,
WI,Pittsville,2/20/2024,,
WI,Oneida,2/20/2024,,
WI,Merrimac,2/20/2024,,
WI,Lake Delton,2/20/2024,,
WI,Kekoskee,2/20/2024,,
WI,Hales Corners,2/20/2024,,
WI,Grand Rapids,2/20/2024,,
WI,Footville,2/20/2024,,
WI,Elkhart,2/20/2024,,
WI,Maple Bluff,2/20/2024,,
NC,Currituck,3/5/2024,,
WI,Cuba,2/20/2024,,
NC,Whiteville,11/5/2024,,
WI,Manawa,2/20/2024,,
WI,Boyceville,2/20/2024,,
WI,Ashwaubenon,2/20/2024,,
WI,Dorchester,2/20/2024,,
WI,Abbotsford,2/20/2024,,
WI,Auburndale,2/20/2024,,
WI,Spring Valley,2/20/2024,,
TX,Scurry,3/5/2024,,
TX,Swisher,3/5/2024,,
TX,02/23/2024,3/5/2024,,
TX,Potter,3/5/2024,,
TX,Orange,3/5/2024,,
TX,Runnels,3/5/2024,,
TX,Coleman,3/5/2024,,
TX,Dimmit,3/5/2024,,
TX,Aransas,3/5/2024,,
TX,Collingsworth,3/5/2024,,
TX,Lipscomb,3/5/2024,,
TX,Lubbock,3/5/2024,,
TX,San Saba,3/5/2024,,
TX,Ector,3/5/2024,,
TX,Fannin,3/5/2024,,
TX,Parmer,3/5/2024,,
TX,Wilson,3/5/2024,,
TX,Kerr,3/5/2024,,
TX,Duval,3/5/2024,,
TX,King,3/5/2024,,
TX,Comanche,3/5/2024,,
TX,Tyler,3/5/2024,,
TX,Russellville,3/5/2024,,
TX,Walker,3/5/2024,,
TX,DeWitt,3/5/2024,,
TX,Lynn,3/5/2024,,
TX,Taylor,3/5/2024,,
TX,Somervell,3/5/2024,,
TX,Galveston,3/5/2024,,
TX,Winkler,3/5/2024,,
TX,Montague,3/5/2024,,
TX,Houston,3/5/2024,,
TX,Nacogdoches,3/5/2024,,
TX,Roberts,3/5/2024,,
TX,Guadalupe,3/5/2024,,
TX,Hunt,3/5/2024,,
TX,Gonzales,3/5/2024,,
TX,Bosque,3/5/2024,,
TX,Bailey,3/5/2024,,
TX,Dickens,3/5/2024,,
TX,Jack,3/5/2024,,
TX,Calhoun,3/5/2024,,
TX,Ochiltree,3/5/2024,,
TX,Real,3/5/2024,,
TX,Hartley,3/5/2024,,
TX,Lavaca,3/5/2024,,
TX,Nolan,3/5/2024,,
TX,Gray,3/5/2024,,
TX,San Augustine,3/5/2024,,
TX,Frio,3/5/2024,,
TX,Mills,3/5/2024,,
TX,Upshur,3/5/2024,,
TX,Henderson,3/5/2024,,
TX,Ward,3/5/2024,,
TX,Floyd,3/5/2024,,
NC,Ronda,3/5/2024,,
NC,Tyrrell,3/5/2024,,
NC,Harnett,3/5/2024,,
NC,Pitt,3/5/2024,,
NC,Lenoir,3/5/2024,,
NC,Dare,3/5/2024,,
NC,Lincolnton,3/5/2024,,
NC,Wake,3/5/2024,,
NC,Scotland,3/5/2024,,
NC,Hyde,3/5/2024,,
NC,Avery,3/5/2024,,
NC,Yancey,3/5/2024,,
NC,Robeson,3/5/2024,,
NC,Hoke,3/5/2024,,
NC,Pender,3/5/2024,,
NC,Craven,3/5/2024,,
NC,Winston-Salem,3/5/2024,,
NC,Stanly,3/5/2024,,
NC,Dobson,3/5/2024,,
NC,Stanfield,3/5/2024,,
NC,Surry,3/5/2024,,
WI,Lodi,2/20/2024,,
WI,Glendale,2/20/2024,,
WI,Stratford,2/20/2024,,
WI,Cashton,2/20/2024,,
WI,South Milwaukee,2/20/2024,,
WI,Westby,2/20/2024,,
WI,Big,2/20/2024,,
WI,Thiensville,2/20/2024,,
WI,Rockland,2/20/2024,,
WI,Elkhart Lake,2/20/2024,,
WI,Embarrass,2/20/2024,,
WI,Riverdale,2/20/2024,,
WI,West Baraboo,2/20/2024,,
WI,Herman-Neosho-Rubicon,2/20/2024,,
WI,Lake Country,2/20/2024,,
WI,Chetek-Weyerhaeuser,2/20/2024,,
WI,Verona,2/20/2024,,
WI,Twin,2/20/2024,,
WI,Washington-Caldwell,2/20/2024,,
WI,Wonewoc-Union,2/20/2024,,
WI,Southwestern,2/20/2024,,
WI,Norris,2/20/2024,,
WI,Big Falls,2/20/2024,,
WI,Allouez,2/20/2024,,
WI,Swallow,2/20/2024,,
WI,Green Bay,,,
,Hobart,,,
,Luxemburg,,,
,De Pere,,,
,Howard,,,
,Suamico,,,
,Pulaski,,,
WI,D.C.,2/20/2024,,
WI,Wisconsin,2/20/2024,,
WI,Hammond,2/20/2024,,
WI,Random,2/20/2024,,
WI,Tomorrow,2/20/2024,,
WI,Erin,2/20/2024,,
WI,Chippewa,2/20/2024,,
KY,Bourbon,5/21/2024,,
KY,Crossgate,11/5/2024,,
KY,Shepherdsville,5/21/2024,,
KY,Wilmore,11/5/2024,,
KY,Worthington Hills,11/5/2024,,
KY,Heritage Creek,5/21/2024,,
KY,Hurstbourne,11/5/2024,,
KY,Old Brownsboro Place,11/5/2024,,
KY,Douglass Hills,11/5/2024,,
KY,Fort Mitchell,11/5/2024,,
KY,Sadieville,11/5/2024,,
KY,Breckinridge,5/21/2024,,
KY,Kevil,11/5/2024,,
KY,Silver Grove,11/5/2024,,
KY,KY,5/21/2024,,
KY,LaRue,5/21/2024,,
KY,Lebanon Junction,11/5/2024,,
KY,Edmonson,5/21/2024,,
KY,Vine Grove,5/21/2024,,
KY,Graves,5/21/2024,,
KY,Blue Ridge Manor,5/21/2024,,
KY,Prospect,5/21/2024,,
KY,Pikeville,11/5/2024,,
KY,Cold Spring,5/21/2024,,
KY,Frankfort,5/21/2024,,
KY,Woodland Hills,11/5/2024,,
KY,Paducah,5/21/2024,,
KY,Southgate,11/5/2024,,
KY,Richlawn,11/5/2024,,
KY,River Bluff,11/5/2024,,
KY,Letcher,5/21/2024,,
KY,Walton-Verona,11/5/2024,,
KY,Knott,5/21/2024,,
KY,Muldraugh,11/5/2024,,
KY,Green Spring,11/5/2024,,
KY,Plantation,5/21/2024,,
KY,McCracken,5/21/2024,,
KY,Smiths Grove,5/21/2024,,
KY,Magoffin,5/21/2024,,
KY,Lyndon,5/21/2024,,
KY,Hickory Hill,11/5/2024,,
KY,St. Regis Park,5/21/2024,,
KY,Glenview Hills,11/5/2024,,
KY,Rockcastle,5/21/2024,,
KY,Hopkinsville,5/21/2024,,
KY,Shively,5/21/2024,,
KY,Bellemeade,11/5/2024,,
KY,West Point,11/5/2024,,
NM,Hobbs,3/5/2024,,
FL,Oakland Park,3/19/2024,,
FL,Lauderdale-by-the-Sea,3/19/2024,,
FL,Oakland,3/19/2024,,
FL,Dade,3/19/2024,,
FL,Winter Park,3/19/2024,,
FL,Longboat Key,1/30/2024,,
FL,Manatee County,,,
FL,Jessieville,3/19/2024,,
FL,Palm Beach,3/19/2024,,
FL,Zephyrhills,3/19/2024,,
FL,Pasco,,,
NV,Carlin,6/11/2024,,
NV,Goodsprings,6/11/2024,,
NV,Eastline,6/11/2024,,
NV,Meadow Valley,6/11/2024,,
MO,Concordia,4/2/2024,,
MO,Festus,4/2/2024,,
MO,Warrensburg,4/2/2024,,
MO,Dutchtown,4/2/2024,,
MO,Ritenour,4/2/2024,,
MO,St. Thomas,4/2/2024,,
MO,Lake Waukomis,4/2/2024,,
MO,New Melle,4/2/2024,,
MO,Moline Acres,4/2/2024,,
MO,New Haven,4/2/2024,,
MO,Des Peres,4/2/2024,,
MO,Crocker,4/2/2024,,
MO,Wildwood,4/2/2024,,
MO,Republic,4/2/2024,,
MO,Leslie,4/2/2024,,
MO,Hillsdale,4/2/2024,,
MO,Camden Point,4/2/2024,,
MO,Crystal,4/2/2024,,
MO,Byrnes Mill,4/2/2024,,
MO,Gower,4/2/2024,,
MO,Freeman,4/2/2024,,
MO,Kingston,4/2/2024,,
MO,Kirkwood,4/2/2024,,
MO,Moscow Mills,4/2/2024,,
MO,Center,4/2/2024,,
MO,Pleasant Valley,4/2/2024,,
MO,Nell,4/2/2024,,
MO,Leeton,4/2/2024,,
MO,Bradleyville,4/2/2024,,
MO,McBaine,4/2/2024,,
MO,Sibley,4/2/2024,,
MN,Wright,3/12/2024,,
MO,Herculaneum,4/2/2024,,
MO,Rocheport,4/2/2024,,
MO,Josephville,4/2/2024,,
MO,Olivette,4/2/2024,,
MO,Riverview Estates,4/2/2024,,
MO,St. Martins,4/2/2024,,
MO,Cape Girardeau,4/2/2024,,
MO,Agency,4/2/2024,,
MO,Parkdale,4/2/2024,,
MO,Fair Grove,4/2/2024,,
MO,Weatherby Lake,4/2/2024,,
MO,Ritchey,4/2/2024,,
MO,Leadwood,4/2/2024,,
MO,Richmond Heights,4/2/2024,,
MO,Leadington,4/2/2024,,
MO,Arnold,4/2/2024,,
MO,Missouri,4/2/2024,,
MO,Meadow,4/2/2024,,
MO,Uplands Park,4/2/2024,,
MO,Francis,4/2/2024,,
MO,Lee's Summit,4/2/2024,,
MO,Hazelwood,4/2/2024,,
MO,Avilla,4/2/2024,,
MO,Grain,4/2/2024,,
MO,Kimmswick,4/2/2024,,
MO,Velda,4/2/2024,,
MO,Lee's,4/2/2024,,
MO,St. John,4/2/2024,,
MO,Ash,4/2/2024,,
MO,Raymore,4/2/2024,,
MO,Willard,4/2/2024,,
MO,Drexel,4/2/2024,,
MO,Normandy,4/2/2024,,
MO,Redings Mill,4/2/2024,,
MO,President,3/23/2024,,
MO,Purcell,4/2/2024,,
MO,Pevely,4/2/2024,,
MO,Platte Woods,4/2/2024,,
MO,Weldon Spring,4/2/2024,,
MO,Battlefield,4/2/2024,,
MO,Swedeborg,4/2/2024,,
MO,Grandview,4/2/2024,,
MO,Maplewood-Richmond,4/2/2024,,
MO,St. Peters,4/2/2024,,
MO,Oaks,4/2/2024,,
MO,Carl,4/2/2024,,
MO,Rushville,4/2/2024,,
MO,Lakeshire,4/2/2024,,
MO,Huntsdale,4/2/2024,,
MO,Norwood Court,4/2/2024,,
MO,Pagedale,4/2/2024,,
MO,Claycomo,4/2/2024,,
MO,Belton,4/2/2024,,
MO,Fremont Hills,4/2/2024,,
MO,Country Life Acres,4/2/2024,,
MO,Crestwood,4/2/2024,,
MO,Excelsior Springs,4/2/2024,,
MO,Grantwood,4/2/2024,,
MO,Bismarck,4/2/2024,,
MO,Blue Springs,4/2/2024,,
MO,Bayless,4/2/2024,,
MO,Kirbyville,4/2/2024,,
MO,Sycamore Hills,4/2/2024,,
MO,Harrisonville,4/2/2024,,
MO,Northwest,4/2/2024,,
FL,Fort Lauderdale,11/5/2024,,
MO,Twin Oaks,4/2/2024,,
MO,Allenville,4/2/2024,,
MO,Branson,4/2/2024,,
MO,Wheaton,4/2/2024,,
MO,Charlack,4/2/2024,,
MO,Hanley Hills,4/2/2024,,
MD,Charles,5/14/2024,,
MD,Prince,5/14/2024,,
FL,Naples,3/19/2024,,
FL,Magnet,3/19/2024,,
CO,Frederick,4/2/2024,,
CO,Carbondale,4/2/2024,,
CO,President,3/5/2024,,
NH,Epsom,3/12/2024,,
NH,Farmington,3/12/2024,,
NH,Chatham,3/12/2024,,
NH,East,3/12/2024,,
NH,Merrimack,3/12/2024,,
NH,Durham,3/12/2024,,
NH,Rye,3/12/2024,,
NH,Hinsdale,3/12/2024,,
NH,Warren,3/12/2024,,
NH,Sanborn,3/12/2024,,
NH,Profile,3/12/2024,,
NH,Contoocook,3/12/2024,,
NH,Meredith,3/12/2024,,
NH,Barrington,3/12/2024,,
NH,Milford,3/12/2024,,
NH,Brookline,3/12/2024,,
NH,Hampton,3/12/2024,,
NH,Hart's,3/12/2024,,
NH,New,3/12/2024,,
NH,John,3/12/2024,,
NH,Hopkinton,3/12/2024,,
NH,Souhegan,3/12/2024,,
NH,Pemi-Baker,3/12/2024,,
NH,Madison,3/12/2024,,
NH,Auburn,3/12/2024,,
NH,Inter-Lakes,3/12/2024,,
NH,Keene,3/12/2024,,
NH,Waterville,3/12/2024,,
NH,Lincoln-Woodstock,3/12/2024,,
NH,Rivendell,3/12/2024,,
NH,Tilton,3/12/2024,,
NH,Hillsboro-Deering,3/12/2024,,
NH,Governor,3/12/2024,,
NH,Albany,3/12/2024,,
NH,Strafford,3/12/2024,,
NH,Greenland,3/12/2024,,
NH,Milton,3/12/2024,,
NH,Wentworth,3/12/2024,,
NH,Pembroke,3/12/2024,,
NH,Windham,3/12/2024,,
WV,Mineral,5/14/2024,,
WV,Ohio,5/14/2024,,
WV,Summers,5/14/2024,,
WV,Parkersburg,5/14/2024,,
WV,Wirt,5/14/2024,,
WV,Wyoming,5/14/2024,,
WV,Braxton,5/14/2024,,
WV,Beckley,5/14/2024,,
WV,Ritchie,5/14/2024,,
WV,Pocahontas,5/14/2024,,
WV,Kanawha,5/14/2024,,
MD,Baltimore City Council,5/14/2024,,
IN,Vanderburgh,5/7/2024,,
IN,Switzerland,5/7/2024,,
IN,Daviess,5/7/2024,,
IN,Dearborn,5/7/2024,,
SD,Minnehaha,3/5/2024,,
IN,Pottawattamie Park,5/7/2024,,
SD,Pennington,3/5/2024,,
IN,Starke,5/7/2024,,
IN,Bartholomew,5/7/2024,,
IN,Steuben,5/7/2024,,
IN,Otterbein,5/7/2024,,
IN,Greentown,5/7/2024,,
IN,Jay,5/7/2024,,
DE,Ardentown,2/12/2024,,
DE,Bradford,3/23/2024,,
DE,Booneville,3/23/2024,,
DE,Cutter-Morning,3/4/2024,,
DE,Charleston,3/4/2024,,
MA,Old,4/1/2024,,
DE,Centerpoint,1/6/2024,,
MA,Freetown-Lakeville,4/1/2024,,
DE,Gravette,3/2/2024,,
MA,Winchester,3/26/2024,,
FL,South Palm Beach,3/19/2024,,
FL,Hot,3/19/2024,,
PA,PA,4/23/2024,,
TX,Kilgore,5/4/2024,,
TX,Winona,5/4/2024,,
TX,Castroville,5/4/2024,,
TX,Chapel,5/4/2024,,
TX,Godley,5/4/2024,,
TX,Primera,5/4/2024,,
TX,Old River-Winfree,5/4/2024,,
TX,Diboll,5/4/2024,,
TX,Heath,5/4/2024,,
TX,Merkel,5/4/2024,,
TX,Aubrey,5/4/2024,,
TX,Peaster,5/4/2024,,
TX,Lubbock,3/5/2024,,
TX,Millsap,5/4/2024,,
